"song_id","song_name","song_lyrics_url","song_art_image_url","song_release_date","song_pageviews","song_annotation_count","artist_id","artist_name","artist_url","album_id","album_name","album_url"
2385155,"Grayscale (Ft. Black Smurf, JGRXXN & Ramirez)","https://genius.com/Uicideboy-grayscale-lyrics","https://images.genius.com/c57e3aece6dc9fa166b9afa21fb0304f.800x800x1.jpg","2015-12-03",88433,6,213444,"$UICIDEBOY$","https://genius.com/artists/Uicideboy",142811,"Dark Side of the Clouds","https://genius.com/albums/Uicideboy/Dark-side-of-the-clouds"
648674,"Grey Boy$","https://genius.com/Uicideboy-grey-boy-lyrics","https://images.genius.com/fe19fbcb54cc5bef3ae00e55556dcb86.1000x1000x1.jpg","2014-12-22",20351,6,213444,"$UICIDEBOY$","https://genius.com/artists/Uicideboy",117025,"KILL YOUR$ELF Part VII: The Fuck God $aga","https://genius.com/albums/Uicideboy/Kill-your-elf-part-vii-the-fuck-god-aga"
2376246,"Gutting Catfish","https://genius.com/Uicideboy-gutting-catfish-lyrics","https://images.genius.com/55771cdcd60938e759152deb0bc512bd.640x640x1.jpg","2015-11-18",70663,9,213444,"$UICIDEBOY$","https://genius.com/artists/Uicideboy",137997,"Now the Moon’s Rising","https://genius.com/albums/Uicideboy/Now-the-moons-rising"
675531,"Hair","https://genius.com/Uicideboy-hair-lyrics","https://images.rapgenius.com/5ddc3717504d029f52f1fcab28412a61.500x500x1.jpg","2015-01-14",52323,6,213444,"$UICIDEBOY$","https://genius.com/artists/Uicideboy",603490,"KILL YOUR$ELF $agas: VI - X","https://genius.com/albums/Uicideboy/Kill-your-elf-agas-vi-x"
1787177,"Handzum $uicide (Ft. Rozz Dyliams)","https://genius.com/Uicideboy-handzum-suicide-lyrics","https://images.genius.com/f7925c57be3901fdfbe603ef2870f5d4.1000x1000x1.png","2015-05-08",127259,8,213444,"$UICIDEBOY$","https://genius.com/artists/Uicideboy",123982,"YUNGDEATHLILLIFE","https://genius.com/albums/Uicideboy/Yungdeathlillife"
3101959,"Hard to Tell","https://genius.com/Uicideboy-hard-to-tell-lyrics","https://images.genius.com/6c38c303c0465e8afbf15eebe4280bb2.1000x1000x1.png","2017-05-26",224124,10,213444,"$UICIDEBOY$","https://genius.com/artists/Uicideboy",603468,"KILL YOUR$ELF $agas: XI - XV","https://genius.com/albums/Uicideboy/Kill-your-elf-agas-xi-xv"
675522,"Harve$t Moon","https://genius.com/Uicideboy-harve-t-moon-lyrics","https://images.genius.com/c8f1129b9a308ae1d63968f44dac3de6.500x500x1.jpg","2015-01-14",83580,9,213444,"$UICIDEBOY$","https://genius.com/artists/Uicideboy",603490,"KILL YOUR$ELF $agas: VI - X","https://genius.com/albums/Uicideboy/Kill-your-elf-agas-vi-x"
515540,"Heavily Medicated","https://genius.com/Uicideboy-heavily-medicated-lyrics","https://images.rapgenius.com/4216774b2536bebbfb25a79f5be96370.500x500x1.jpg","2014-08-27",38042,6,213444,"$UICIDEBOY$","https://genius.com/artists/Uicideboy",603485,"KILL YOUR$ELF $agas: I - V","https://genius.com/albums/Uicideboy/Kill-your-elf-agas-i-v"
5623797,"Hell (We Livin)","https://genius.com/Uicideboy-hell-we-livin-lyrics","https://images.genius.com/3858815bfd12a53748553d09964fed4c.529x529x1.jpg",NA,NA,0,213444,"$UICIDEBOY$","https://genius.com/artists/Uicideboy",NA,NA,NA
1080371,"$hrimp Poboy (Ft. Supa SortaHuman)","https://genius.com/Uicideboy-hrimp-poboy-lyrics","https://images.genius.com/f9e8d8a828780834b42141d286716158.999x999x1.png","2015-03-03",74732,8,213444,"$UICIDEBOY$","https://genius.com/artists/Uicideboy",121668,"Gray/Grey","https://genius.com/albums/Uicideboy/Gray-grey"
