"song_id","song_name","song_lyrics_url","annotation_count","artist_id","artist_name","artist_url"
515540,"Heavily Medicated","https://genius.com/Uicideboy-heavily-medicated-lyrics",6,213444,"$UICIDEBOY$","https://genius.com/artists/Uicideboy"
5623797,"Hell (We Livin)","https://genius.com/Uicideboy-hell-we-livin-lyrics",0,213444,"$UICIDEBOY$","https://genius.com/artists/Uicideboy"
1080371,"$hrimp Poboy (Ft. Supa SortaHuman)","https://genius.com/Uicideboy-hrimp-poboy-lyrics",8,213444,"$UICIDEBOY$","https://genius.com/artists/Uicideboy"
4036597,"HUNG UP ON THE COME UP","https://genius.com/Uicideboy-hung-up-on-the-come-up-lyrics",9,213444,"$UICIDEBOY$","https://genius.com/artists/Uicideboy"
3232566,"I Am the Apocalypse","https://genius.com/Uicideboy-i-am-the-apocalypse-lyrics",8,213444,"$UICIDEBOY$","https://genius.com/artists/Uicideboy"
6961021,"$ickk","https://genius.com/Uicideboy-ickk-lyrics",0,213444,"$UICIDEBOY$","https://genius.com/artists/Uicideboy"
1787167,"I Ended Up Driving the Camaro Off the Causeway Bridge","https://genius.com/Uicideboy-i-ended-up-driving-the-camaro-off-the-causeway-bridge-lyrics",5,213444,"$UICIDEBOY$","https://genius.com/artists/Uicideboy"
6934404,"If Self-Destruction was an Olympic Event, I'd be Tonya Harding","https://genius.com/Uicideboy-if-self-destruction-was-an-olympic-event-id-be-tonya-harding-lyrics",7,213444,"$UICIDEBOY$","https://genius.com/artists/Uicideboy"
3218466,"I Hung Myself for a Persona","https://genius.com/Uicideboy-i-hung-myself-for-a-persona-lyrics",10,213444,"$UICIDEBOY$","https://genius.com/artists/Uicideboy"
6447485,"​I H​​UNG MYSELF FOR A PERSONA​///NOW l’M UP TO MY NECK WITH OFFERS","https://genius.com/Uicideboy-i-hung-myself-for-a-persona-now-lm-up-to-my-neck-with-offers-lyrics",0,213444,"$UICIDEBOY$","https://genius.com/artists/Uicideboy"
8739919,"I Injected Heroin Into a Vein and Felt Relieved","https://genius.com/Uicideboy-i-injected-heroin-into-a-vein-and-felt-relieved-lyrics",0,213444,"$UICIDEBOY$","https://genius.com/artists/Uicideboy"
597963,"$ilent Night","https://genius.com/Uicideboy-ilent-night-lyrics",1,213444,"$UICIDEBOY$","https://genius.com/artists/Uicideboy"
1083109,"I’ll Pay for It (If I Want It)","https://genius.com/Uicideboy-ill-pay-for-it-if-i-want-it-lyrics",1,213444,"$UICIDEBOY$","https://genius.com/artists/Uicideboy"
3228520,"I'm Done.","https://genius.com/Uicideboy-im-done-lyrics",15,213444,"$UICIDEBOY$","https://genius.com/artists/Uicideboy"
1781044,"I Miss My Dead Friends","https://genius.com/Uicideboy-i-miss-my-dead-friends-lyrics",12,213444,"$UICIDEBOY$","https://genius.com/artists/Uicideboy"
8238970,"In Constant Sorrow","https://genius.com/Uicideboy-in-constant-sorrow-lyrics",10,213444,"$UICIDEBOY$","https://genius.com/artists/Uicideboy"
2267514,"I No Longer Fear the Razor Guarding My Heel","https://genius.com/Uicideboy-i-no-longer-fear-the-razor-guarding-my-heel-lyrics",18,213444,"$UICIDEBOY$","https://genius.com/artists/Uicideboy"
2343548,"I No Longer Fear the Razor Guarding My Heel (II)","https://genius.com/Uicideboy-i-no-longer-fear-the-razor-guarding-my-heel-ii-lyrics",24,213444,"$UICIDEBOY$","https://genius.com/artists/Uicideboy"
2934617,"I No Longer Fear the Razor Guarding My Heel (III)","https://genius.com/Uicideboy-i-no-longer-fear-the-razor-guarding-my-heel-iii-lyrics",32,213444,"$UICIDEBOY$","https://genius.com/artists/Uicideboy"
3897038,"I No Longer Fear The Razor Guarding My Heel III Official Lyric Book","https://genius.com/Uicideboy-i-no-longer-fear-the-razor-guarding-my-heel-iii-official-lyric-book-annotated",1,213444,"$UICIDEBOY$","https://genius.com/artists/Uicideboy"
3871406,"I No Longer Fear the Razor Guarding My Heel (IV)","https://genius.com/Uicideboy-i-no-longer-fear-the-razor-guarding-my-heel-iv-lyrics",19,213444,"$UICIDEBOY$","https://genius.com/artists/Uicideboy"
1787175,"In Order to Cast a Shadow You Must First Light a Fire","https://genius.com/Uicideboy-in-order-to-cast-a-shadow-you-must-first-light-a-fire-lyrics",4,213444,"$UICIDEBOY$","https://genius.com/artists/Uicideboy"
3232560,"Introversion 2.0","https://genius.com/Uicideboy-introversion-20-lyrics",9,213444,"$UICIDEBOY$","https://genius.com/artists/Uicideboy"
2334102,"Iron Veil","https://genius.com/Uicideboy-iron-veil-lyrics",6,213444,"$UICIDEBOY$","https://genius.com/artists/Uicideboy"
2373651,"I Think I'm Ian Read","https://genius.com/Uicideboy-i-think-im-ian-read-lyrics",4,213444,"$UICIDEBOY$","https://genius.com/artists/Uicideboy"
2856096,"It's Hard to Win When You Always Lose","https://genius.com/Uicideboy-its-hard-to-win-when-you-always-lose-lyrics",6,213444,"$UICIDEBOY$","https://genius.com/artists/Uicideboy"
5254566,"I Wanna Be Romanticized","https://genius.com/Uicideboy-i-wanna-be-romanticized-lyrics",3,213444,"$UICIDEBOY$","https://genius.com/artists/Uicideboy"
2856122,"I Want to Believe","https://genius.com/Uicideboy-i-want-to-believe-lyrics",6,213444,"$UICIDEBOY$","https://genius.com/artists/Uicideboy"
4060274,"I Will Celebrate for Stepping on Broken Glass and Slipping on Stomach Soaked Floors","https://genius.com/Uicideboy-i-will-celebrate-for-stepping-on-broken-glass-and-slipping-on-stomach-soaked-floors-lyrics",3,213444,"$UICIDEBOY$","https://genius.com/artists/Uicideboy"
6232498,"I Will Celebrate for Stepping on Broken Glass and Slipping on Stomach Soaked Floors (Original)","https://genius.com/Uicideboy-i-will-celebrate-for-stepping-on-broken-glass-and-slipping-on-stomach-soaked-floors-original-lyrics",3,213444,"$UICIDEBOY$","https://genius.com/artists/Uicideboy"
2417275,"Jeffer Drive","https://genius.com/Uicideboy-jeffer-drive-lyrics",3,213444,"$UICIDEBOY$","https://genius.com/artists/Uicideboy"
2417279,"Jon Voight (Live Fast, Die Young)","https://genius.com/Uicideboy-jon-voight-live-fast-die-young-lyrics",1,213444,"$UICIDEBOY$","https://genius.com/artists/Uicideboy"
670083,"Kamehameha (Kamikaze Remix)","https://genius.com/Uicideboy-kamehameha-kamikaze-remix-lyrics",5,213444,"$UICIDEBOY$","https://genius.com/artists/Uicideboy"
515477,"Kill Your$elf","https://genius.com/Uicideboy-kill-your-elf-lyrics",10,213444,"$UICIDEBOY$","https://genius.com/artists/Uicideboy"
2986251,"Kill Your$elf (Leaned Out Remix)","https://genius.com/Uicideboy-kill-your-elf-leaned-out-remix-lyrics",2,213444,"$UICIDEBOY$","https://genius.com/artists/Uicideboy"
1081645,"Kill Your$elf (Part II)","https://genius.com/Uicideboy-kill-your-elf-part-ii-lyrics",6,213444,"$UICIDEBOY$","https://genius.com/artists/Uicideboy"
7178729,"Kill Your$elf (Part II) (Spotify Version)","https://genius.com/Uicideboy-kill-your-elf-part-ii-spotify-version-lyrics",1,213444,"$UICIDEBOY$","https://genius.com/artists/Uicideboy"
2313538,"Kill Yourself (Part III)","https://genius.com/Uicideboy-kill-yourself-part-iii-lyrics",16,213444,"$UICIDEBOY$","https://genius.com/artists/Uicideboy"
2878057,"Kill Yourself (Part IV)","https://genius.com/Uicideboy-kill-yourself-part-iv-lyrics",7,213444,"$UICIDEBOY$","https://genius.com/artists/Uicideboy"
3871391,"King Tulip","https://genius.com/Uicideboy-king-tulip-lyrics",16,213444,"$UICIDEBOY$","https://genius.com/artists/Uicideboy"
3871397,"Krewe du Vieux (Comedy & Tragedy)","https://genius.com/Uicideboy-krewe-du-vieux-comedy-and-tragedy-lyrics",8,213444,"$UICIDEBOY$","https://genius.com/artists/Uicideboy"
1787162,"La Croix","https://genius.com/Uicideboy-la-croix-lyrics",11,213444,"$UICIDEBOY$","https://genius.com/artists/Uicideboy"
3232478,"Lamar Avenue","https://genius.com/Uicideboy-lamar-avenue-lyrics",5,213444,"$UICIDEBOY$","https://genius.com/artists/Uicideboy"
3232558,"Leave Me Alone","https://genius.com/Uicideboy-leave-me-alone-lyrics",5,213444,"$UICIDEBOY$","https://genius.com/artists/Uicideboy"
1083686,"Leave Your Things Behind","https://genius.com/Uicideboy-leave-your-things-behind-lyrics",5,213444,"$UICIDEBOY$","https://genius.com/artists/Uicideboy"
2856087,"Leave Your Things Behind II","https://genius.com/Uicideboy-leave-your-things-behind-ii-lyrics",7,213444,"$UICIDEBOY$","https://genius.com/artists/Uicideboy"
696013,"$leep Walk","https://genius.com/Uicideboy-leep-walk-lyrics",5,213444,"$UICIDEBOY$","https://genius.com/artists/Uicideboy"
528246,"$leepy Hollow (Slopped & Chewed)","https://genius.com/Uicideboy-leepy-hollow-slopped-and-chewed-lyrics",4,213444,"$UICIDEBOY$","https://genius.com/artists/Uicideboy"
693584,"Lemon $lime","https://genius.com/Uicideboy-lemon-slime-lyrics",2,213444,"$UICIDEBOY$","https://genius.com/artists/Uicideboy"
2256236,"Let 'Em Burn","https://genius.com/Uicideboy-let-em-burn-lyrics",3,213444,"$UICIDEBOY$","https://genius.com/artists/Uicideboy"
515544,"Lettuce","https://genius.com/Uicideboy-lettuce-lyrics",3,213444,"$UICIDEBOY$","https://genius.com/artists/Uicideboy"
6934405,"Life is but a Stream~","https://genius.com/Uicideboy-life-is-but-a-stream-lyrics",4,213444,"$UICIDEBOY$","https://genius.com/artists/Uicideboy"
6934411,"Lighting the Flames of My Own Personal Hell","https://genius.com/Uicideboy-lighting-the-flames-of-my-own-personal-hell-lyrics",3,213444,"$UICIDEBOY$","https://genius.com/artists/Uicideboy"
696009,"Limp Wri$t","https://genius.com/Uicideboy-limp-wri-t-lyrics",4,213444,"$UICIDEBOY$","https://genius.com/artists/Uicideboy"
2136134,"Lincoln Continental Memorial (Ft. Slug † Christ)","https://genius.com/Uicideboy-lincoln-continental-memorial-lyrics",9,213444,"$UICIDEBOY$","https://genius.com/artists/Uicideboy"
528216,"Lo-Fi (Kill 'Em All)","https://genius.com/Uicideboy-lo-fi-kill-em-all-lyrics",4,213444,"$UICIDEBOY$","https://genius.com/artists/Uicideboy"
3871400,"Long Gone (Save Me from This Hell)","https://genius.com/Uicideboy-long-gone-save-me-from-this-hell-lyrics",3,213444,"$UICIDEBOY$","https://genius.com/artists/Uicideboy"
1078795,"Loot (Ft. Black Smurf & Ramirez)","https://genius.com/Uicideboy-loot-lyrics",6,213444,"$UICIDEBOY$","https://genius.com/artists/Uicideboy"
2373607,"Low Key","https://genius.com/Uicideboy-low-key-lyrics",11,213444,"$UICIDEBOY$","https://genius.com/artists/Uicideboy"
515549,"$low Motion Potion (Ft. Supa SortaHuman)","https://genius.com/Uicideboy-low-motion-potion-lyrics",3,213444,"$UICIDEBOY$","https://genius.com/artists/Uicideboy"
1787158,"LTE","https://genius.com/Uicideboy-lte-lyrics",11,213444,"$UICIDEBOY$","https://genius.com/artists/Uicideboy"
